SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,HouseAge
1420,2,1,Suburb,2019,95897.52426136282,7
2292,4,2,Urban,2017,203541.50267972445,9
2504,4,2,Rural,1993,213105.81389380308,33
2734,3,2,Urban,2011,321676.0611720969,15
2759,4,2,Rural,1966,297279.662177104,60
1262,5,1,Urban,2020,215442.373668197,6
2449,2,1,Rural,2003,199682.55835422644,23
1165,5,2,Rural,2007,115686.16693725188,19
2715,2,2,Suburb,1963,341789.4011832512,63
1427,5,1,Suburb,1978,170979.17871109862,48
2727,2,3,Rural,1953,322345.6135544405,73
1396,5,3,Rural,2004,148040.57320412068,22
2239,2,2,Rural,2007,239211.20486402343,19
1795,3,2,Urban,2010,91369.09841642992,16
2887,4,3,Urban,1998,387621.846554261,28
1106,4,3,Urban,1975,179426.72383712645,51
1097,4,1,Rural,1974,33459.06500715045,52
2903,4,2,Rural,1960,307054.4599444856,66
2505,2,1,Urban,1951,296691.116039005,75
2522,5,2,Suburb,2021,305507.5120892864,5
2253,5,2,Suburb,2005,269105.52623853367,21
2280,3,1,Suburb,1958,278500.9210809407,68
1042,4,2,Suburb,1964,121076.64748338646,62
1241,4,3,Suburb,2003,130566.98658621204,23
2577,3,3,Suburb,1999,302275.8126244359,27
1094,4,1,Suburb,1961,104168.88070510831,65
2969,3,3,Suburb,1950,348305.5084762981,76
2789,4,2,Urban,2016,312034.5410334402,10
1187,5,1,Rural,1977,169968.52335188983,49
1384,3,3,Urban,2004,206721.35334170447,22
1818,5,1,Rural,1986,283525.2423042688,40
2423,4,1,Rural,1993,268716.81387819775,33
2529,5,2,Rural,1961,261565.69537288576,65
2190,5,2,Suburb,1961,233335.9151868948,65
2806,2,1,Rural,2017,333193.9116054528,9
2148,4,3,Urban,1963,238611.77711087497,63
2696,2,3,Rural,1960,326199.4957788667,66
1086,3,1,Urban,1991,132149.7279376375,35
2844,2,1,Urban,1993,365585.4110746016,33
1488,4,3,Urban,1991,194592.69622593364,35
1225,2,2,Suburb,1951,103740.48305748568,75
2680,2,1,Suburb,1966,345605.6209059237,60
1344,4,2,Suburb,1989,127936.96442716324,37
2783,5,2,Urban,1969,271752.4089842962,57
2897,3,2,Urban,1999,338281.14304423286,27
1517,2,1,Urban,1969,123933.91604894173,57
2054,4,3,Urban,2003,248447.93716633684,23
2732,2,2,Urban,2010,295337.7335043719,16
2767,3,2,Urban,1961,315429.86673028546,65
1295,3,3,Urban,1976,263566.3139127018,50
1413,3,3,Suburb,1972,193926.3187314523,54
2860,2,2,Rural,2001,292039.51760566054,25
2995,5,2,Urban,1954,476671.7332626706,72
1134,5,1,Suburb,1992,187106.3865610262,34
1524,5,1,Suburb,1957,165674.1027368378,69
2008,4,3,Urban,1997,311779.4654608407,29
1003,5,2,Suburb,2017,38074.54422683205,9
1177,5,3,Urban,1964,149587.12679808243,62
1745,3,3,Rural,1965,179919.2018933351,61
1258,4,1,Suburb,1989,153841.91336115758,37
1651,3,3,Suburb,1996,200998.2191556917,30
2088,2,1,Rural,2014,206185.38305109064,12
2818,2,1,Rural,1980,340760.5090226548,46
2386,3,3,Rural,2011,320871.0398068997,15
2841,4,1,Suburb,1967,244172.7691548456,59
2740,5,2,Rural,1993,237731.63540202787,33
2040,5,2,Urban,1994,319819.69224078255,32
2223,4,1,Urban,1958,227607.3578303044,68
1543,5,2,Suburb,1975,103317.25484919042,51
2235,5,3,Urban,1950,251283.6057253748,76
1434,3,1,Rural,1953,181142.2388197594,73
2296,2,2,Urban,2005,278790.3067694343,21
1289,4,1,Rural,1955,178828.79380900404,71
1802,4,3,Suburb,1952,206738.9418683015,74
1482,5,1,Rural,1976,107663.43209034356,50
1233,5,2,Urban,2019,155938.59080077082,7
1407,2,3,Rural,1984,192204.16552298696,42
1693,4,3,Suburb,1967,254307.43265458863,59
2169,3,3,Rural,1982,260067.01251872128,44
1561,2,3,Urban,1997,241636.72403924965,29
1429,3,3,Suburb,1981,113076.5333797383,45
1431,2,3,Urban,1998,167410.28910742112,28
2638,3,3,Urban,1998,276683.54082206014,28
2568,3,2,Urban,1976,371943.2377399048,50
1496,3,1,Rural,1965,211913.3057876285,61
1982,4,1,Urban,1986,383513.4243953482,40
2112,5,1,Suburb,1967,252674.9316870541,59
1996,4,3,Suburb,2002,268988.77174348506,24
2434,3,1,Urban,1955,278908.29000090406,71
1896,5,1,Rural,1967,160310.89059015058,59
2876,3,1,Rural,1987,290570.9841500117,39
1826,2,3,Suburb,2016,208552.1212478765,10
2264,5,3,Rural,1968,195184.4421247875,58
1777,4,1,Suburb,1982,200436.2905315701,44
1222,3,2,Urban,2003,80288.94336923477,23
2771,5,2,Urban,1960,467492.8278233021,66
2688,4,1,Rural,1952,349826.8235120988,74
1467,2,1,Suburb,1986,186408.24524710345,40
1568,3,2,Suburb,2001,225332.3124641514,25
2345,4,1,Suburb,1990,328337.58170206443,36
1374,5,1,Suburb,1977,238623.29811596544,49
2135,2,3,Rural,1985,246043.04778649425,41
1526,3,3,Suburb,2017,168276.31589339644,9
1411,4,2,Suburb,1965,186449.17071298172,61
1268,2,1,Suburb,1976,145677.5784283355,50
1625,2,3,Suburb,1964,117381.22357510695,62
2275,4,1,Urban,2001,161782.73912440578,25
2011,3,3,Urban,1953,277615.3899881141,73
2397,4,2,Suburb,2009,313362.0510540232,17
2677,2,1,Urban,1991,279276.1366205402,35
2649,2,2,Rural,1991,230677.93790830995,35
1449,5,3,Suburb,2002,150362.7718336507,24
1801,3,3,Rural,1971,234986.89194624737,55
2892,4,3,Rural,1967,303479.7914508851,59
2560,3,3,Urban,1987,221609.97897785352,39
2391,3,1,Urban,2017,274658.59249677433,9
1821,2,3,Urban,2015,172135.94373345986,11
1254,5,1,Suburb,2016,194578.0838162124,10
2486,4,2,Rural,1978,289486.0130201989,48
2291,4,3,Rural,1999,310162.33928895404,27
1125,5,1,Urban,1995,112911.91623630136,31
2416,5,1,Urban,2012,338731.39814531995,14
1761,2,1,Suburb,1992,133162.99171343347,34
1798,2,3,Suburb,1954,185299.7861695475,72
2357,4,1,Urban,1953,209955.3906375536,73
1564,5,2,Urban,1974,124945.35360395574,52
2391,3,2,Urban,1996,217030.6179451353,30
2578,3,2,Rural,1992,228779.20326306872,34
2701,5,2,Suburb,2004,407597.1619131129,22
2577,4,2,Rural,2009,268405.236310977,17
2915,3,1,Urban,2011,324393.6858996897,15
1455,3,3,Suburb,1964,148843.80127801292,62
2711,5,2,Urban,2014,312240.47197339294,12
2090,2,3,Rural,2017,238917.9597201369,9
2089,3,3,Suburb,1967,184191.6033903673,59
1911,2,1,Suburb,1989,204948.8887317004,37
2618,3,3,Urban,2014,212130.13923790425,12
1861,4,2,Urban,2021,191218.4069928112,5
1616,2,3,Rural,2011,198276.969813574,15
1399,4,1,Rural,1959,208882.4681067565,67
1286,2,3,Rural,1954,109019.2040349528,72
2909,5,3,Suburb,1961,391704.58017997246,65
1185,5,3,Urban,1950,209794.0387561705,76
1283,3,2,Suburb,1999,117067.96056968706,27
2539,4,2,Suburb,1980,230552.4199695317,46
1649,2,3,Suburb,2011,152889.59340370866,15
1690,4,3,Suburb,1976,116345.81936215826,50
1236,4,1,Rural,1993,85820.4425317158,33
2041,3,3,Rural,1969,165036.3122773169,57
1814,5,1,Urban,1984,227505.2213659309,42
1927,2,1,Urban,1957,237123.52994932985,69
1413,3,3,Urban,1963,271184.06962753186,63
2955,4,2,Rural,2021,369288.2030919113,5
1008,5,1,Suburb,1996,128432.88921185238,30
1419,5,2,Suburb,2014,152126.26963635598,12
1028,2,2,Suburb,1985,185418.5517846195,41
2679,5,2,Urban,1956,240016.04752093367,70
1347,4,1,Urban,1995,161505.55043929507,31
1660,5,1,Suburb,1955,132430.4980244111,71
1575,4,3,Suburb,2021,215052.9276850324,5
2902,2,1,Urban,1999,372060.217397129,27
1449,4,3,Rural,2005,96327.70557060363,21
1379,5,1,Urban,1964,263059.5667957512,62
1698,5,2,Urban,2014,154832.4550004761,12
1365,2,1,Suburb,1962,113050.70565358532,64
2250,2,2,Suburb,1998,249248.63094044256,28
2141,5,1,Suburb,1994,186601.35082310345,32
1411,2,2,Urban,1950,261182.387998848,76
1950,4,3,Suburb,2013,144300.93114995246,13
1355,3,2,Urban,1995,118968.92782110348,31
1253,4,2,Rural,1958,109039.20006669546,68
2566,4,1,Urban,2009,328137.4671472811,17
2696,2,3,Suburb,2005,251396.4984315596,21
1726,3,1,Suburb,1953,232123.30716031132,73
2467,5,2,Rural,1959,286114.84462215734,67
1680,2,2,Suburb,1992,181018.90579311785,34
2104,4,2,Suburb,2002,166052.50372069032,24
2069,3,2,Rural,1958,196854.26653817715,68
2072,2,1,Rural,2013,184781.2679054423,13
2472,4,1,Urban,1963,208466.6296319888,63
1809,4,1,Suburb,1988,174115.61083414845,38
2430,5,3,Suburb,1950,321279.02035718696,76
2903,5,2,Rural,1967,314969.2183866118,59
2306,3,3,Suburb,1990,284557.7801469362,36
1472,4,2,Suburb,2010,150714.58107620035,16
1415,4,1,Suburb,1984,144188.49792715523,42
1978,5,2,Suburb,2021,272794.47619684285,5
1599,4,2,Urban,1983,183822.5636855368,43
2144,5,3,Rural,1982,163994.478012221,44
2026,4,1,Suburb,1970,219955.5694170913,56
2339,5,2,Suburb,1971,237912.80450953497,55
1459,5,1,Suburb,2018,181480.0052929688,8
2250,3,3,Rural,1973,303303.4679882902,53
1078,4,2,Rural,1999,168768.60931542423,27
2680,4,2,Suburb,1972,257649.58809673463,54
2777,5,2,Urban,2011,276264.2067389264,15
2567,4,2,Urban,1975,279590.0064158756,51
1774,5,1,Urban,1999,252930.12848669803,27
2746,3,3,Urban,2011,213399.76924276343,15
2094,3,3,Rural,1963,214991.00125116552,63
1895,5,2,Rural,1978,225163.4134351909,48
2220,2,3,Suburb,1992,300280.8784156073,34
1057,3,3,Rural,1960,171847.837815068,66
2447,4,1,Urban,2012,314300.31740956026,14
2492,5,1,Suburb,2003,165237.8831757013,23
1623,5,1,Rural,1996,249676.6792648973,30
1047,3,1,Suburb,2021,161668.513293822,5
2458,5,2,Rural,1954,308824.9365722462,72
2208,3,1,Suburb,1974,257733.23818687373,52
2902,5,2,Urban,1986,344461.79164331337,40
1838,3,3,Urban,2008,229550.61774886973,18
1164,4,3,Urban,1981,167026.77097950768,45
2750,2,1,Rural,1966,273508.2869441224,60
2354,2,2,Suburb,1997,304001.9133263072,29
1329,2,2,Urban,2014,153496.8597439828,12
2144,2,2,Urban,1994,208484.3104110129,32
1212,3,3,Suburb,2015,149187.95547648642,11
2846,5,1,Urban,1993,289806.5874244773,33
1506,2,3,Suburb,2020,186074.3195773663,6
2576,5,2,Rural,2019,310201.046454266,7
2888,3,3,Urban,2012,278758.7142762445,14
1915,3,1,Suburb,1974,235224.5419306014,52
1800,2,1,Suburb,1958,85563.8201220712,68
1167,4,1,Suburb,2001,183366.22643684456,25
1994,2,2,Urban,1994,246447.01311162807,32
2569,5,3,Rural,1970,271807.5632095695,56
1829,2,2,Suburb,1972,145251.03314174968,54
1995,3,1,Rural,1961,208436.26189216835,65
1986,3,2,Rural,1989,191431.8093341486,37
1786,5,1,Urban,1964,231286.34777699315,62
1426,5,3,Rural,1971,284967.2438810758,55
2732,5,1,Suburb,1975,323278.6508060704,51
2726,2,3,Rural,1990,294772.4537602615,36
2244,2,3,Rural,1953,298840.60479063465,73
2015,4,1,Urban,2020,232757.55187128016,6
2033,5,3,Rural,1973,220195.97318530013,53
2143,4,3,Suburb,1954,183243.35462044025,72
2658,4,1,Suburb,1977,231047.0266140516,49
2270,3,1,Suburb,1994,229826.74109702185,32
2383,4,1,Urban,2001,207469.94103543743,25
2932,3,2,Urban,1995,346674.7178147252,31
2244,5,1,Suburb,1996,256718.94757678307,30
1772,3,1,Rural,1994,161410.00411495616,32
2529,5,3,Urban,2010,353203.219379592,16
2081,2,3,Rural,1968,244931.4735792624,58
2850,4,3,Rural,1992,350583.1409361093,34
2483,5,2,Urban,1974,308324.92404884635,52
2151,2,2,Rural,1953,204558.11433703452,73
2722,2,1,Rural,1982,277882.7298346763,44
1716,5,3,Suburb,1983,295984.481667837,43
1085,3,3,Rural,1980,53371.72218701098,46
1103,5,3,Rural,1996,183925.3314864177,30
1142,4,2,Urban,1969,100405.22492537236,57
1204,2,1,Urban,2004,145353.09884380831,22
1640,3,2,Rural,1960,217924.6697648592,66
2781,5,3,Rural,2017,307895.151430114,9
2061,5,2,Urban,2011,262192.5127828773,15
2386,2,1,Rural,1952,133514.50338652785,74
2644,5,1,Suburb,1952,294858.3279194401,74
2332,4,3,Rural,1954,294861.8483978076,72
2075,3,2,Rural,1972,168883.57653787924,54
1000,4,3,Rural,2016,108260.8256833844,10
1010,2,3,Rural,1962,150847.76447780008,64
2849,3,1,Urban,1981,310159.7228712373,45
1746,2,3,Rural,1958,251671.7218383371,68
2663,2,3,Suburb,2018,246802.7880873989,8
2959,4,1,Rural,1987,331390.13924215914,39
2237,3,2,Suburb,1997,229757.3115605116,29
1955,2,2,Urban,2012,262349.0148636961,14
1754,4,2,Suburb,1972,179415.55282638353,54
2579,4,1,Urban,1961,273690.9088367593,65
1517,3,3,Urban,1970,204499.84787008044,56
2691,5,2,Urban,1985,238020.95562350604,41
2438,5,1,Suburb,1976,330240.9507729736,50
2031,2,2,Suburb,1997,128399.93911615766,29
1004,5,2,Suburb,1973,78737.57274627271,53
2385,3,2,Urban,1963,248703.1551977129,63
1693,5,3,Rural,2005,102370.97795645156,21
1111,3,1,Suburb,1998,73154.74894498137,28
2003,2,2,Suburb,1964,257389.4650872424,62
1272,5,2,Suburb,2004,120194.30160717072,22
1421,3,1,Rural,1959,111107.38569458624,67
1264,3,1,Urban,2020,147390.8191085876,6
2481,3,1,Rural,1964,289245.761713465,62
1211,4,1,Rural,1955,113974.76081150342,71
2101,2,1,Rural,1968,244358.2093424381,58
1781,3,3,Urban,2002,251784.3428850674,24
1665,4,1,Suburb,1981,151754.5843927354,45
2244,4,2,Suburb,1961,305353.99961203884,65
1368,3,3,Suburb,1984,207239.46886252743,42
1957,2,2,Urban,2011,281409.0272169765,15
1346,5,3,Rural,1991,154716.8756033142,35
1024,4,1,Urban,2015,164533.78666389565,11
1975,3,3,Urban,1956,298094.0386207439,70
2443,2,2,Rural,1962,245096.37335621685,64
2377,2,3,Urban,1994,340980.9799569516,32
2743,3,3,Rural,1984,304746.685419186,42
1416,4,1,Urban,1963,161122.46578105597,63
1514,5,2,Urban,1950,119761.67822523034,76
1214,2,3,Urban,1960,176599.88098297594,66
2930,5,2,Rural,1959,416760.1206300866,67
2135,2,3,Urban,1989,165121.09562635876,37
1953,2,2,Suburb,2012,235811.4708148198,14
2727,2,2,Suburb,1987,332652.5743054279,39
1913,4,2,Rural,1978,185561.8426627364,48
2582,4,1,Rural,2000,275409.27510843094,26
1427,3,1,Urban,2010,186728.32485092315,16
1732,5,2,Suburb,1957,125857.3832212133,69
1698,5,2,Suburb,2010,201601.93809343703,16
2585,3,1,Suburb,1952,213713.96078821493,74
2732,4,3,Urban,1958,355718.0115576856,68
1215,5,2,Suburb,1962,187236.1416075517,64
1412,3,2,Suburb,1955,134802.5252541753,71
2756,2,1,Suburb,1985,297050.66548437986,41
1379,5,3,Suburb,2018,34410.92591055218,8
2625,4,2,Urban,1955,320062.1078629041,71
1231,5,2,Urban,1964,185243.6835340937,62
1834,2,2,Rural,1980,177327.67791302878,46
1257,4,2,Urban,1985,241562.9510050932,41
2688,4,1,Urban,1956,313949.4497754074,70
2279,3,3,Suburb,2013,265939.62605188537,13
1402,4,3,Rural,1968,236986.27567020728,58
1423,3,2,Urban,2004,217641.2209508377,22
1769,4,3,Rural,1951,189338.99658087452,75
1064,2,3,Urban,2006,152268.77355044096,20
1189,2,3,Urban,2000,204508.0689042376,26
2626,2,2,Urban,1985,329106.4596208048,41
1949,2,3,Suburb,1984,232761.07944541343,42
1172,2,3,Urban,1986,125058.5431472352,40
1758,5,2,Suburb,1985,221154.74247349845,41
2791,2,1,Urban,1954,267793.4815059827,72
1627,4,1,Rural,1970,182730.4232953337,56
1560,3,1,Suburb,2002,154732.12547696862,24
2250,5,1,Urban,1994,235725.18008683468,32
2000,4,3,Urban,1987,222650.92630407808,39
2604,2,2,Urban,2019,345244.9223787817,7
2957,2,1,Rural,1956,276556.30639163574,70
2411,4,2,Urban,1957,310949.47544722445,69
1400,5,1,Rural,1979,162588.90058209197,47
1637,3,3,Urban,1973,279589.9625813632,53
1948,3,2,Rural,1970,299486.85763288214,56
1212,3,1,Suburb,1987,126593.1072937398,39
1052,3,3,Rural,1986,64402.06807171846,40
1623,2,3,Urban,1970,142022.9893768905,56
2694,5,3,Suburb,2019,407399.0313397776,7
1751,2,1,Urban,1954,202861.97641342576,72
1661,5,2,Rural,1978,303391.85212240176,48
1138,3,1,Suburb,1970,222477.6478989616,56
1417,4,3,Urban,2016,254333.9107185454,10
2648,4,3,Rural,1996,270305.8356340616,30
1142,2,1,Rural,2011,189074.54884051555,15
2905,4,2,Rural,1960,351134.9135437473,66
1508,2,1,Suburb,1962,235709.24074559432,64
1649,2,2,Urban,1962,141429.22403005042,64
1485,5,2,Urban,1991,185583.9813711324,35
1991,3,1,Urban,2011,266650.8815100716,15
2460,3,2,Suburb,1963,352209.7816615832,63
2839,3,2,Urban,2004,225243.22975467995,22
1542,3,3,Urban,1974,291259.3556933168,52
1292,5,3,Urban,1989,156147.4677543578,37
2643,3,3,Rural,1971,217694.41994624303,55
2307,3,3,Urban,1965,189169.9616343552,61
1670,4,2,Rural,1968,11876.45142738879,58
1837,3,2,Rural,1959,149917.7522772337,67
2037,3,3,Rural,1962,207350.92881939936,64
1633,2,1,Rural,1953,241231.4231100359,73
2750,2,3,Urban,1950,354879.8510674102,76
1271,3,1,Urban,2015,178680.99360034466,11
2048,2,1,Rural,2021,262533.94524954667,5
2958,4,3,Urban,2011,381727.1279528818,15
1321,4,1,Rural,2014,216634.680805894,12
1805,4,1,Suburb,2005,250269.0082197358,21
2704,5,3,Urban,1999,256630.7912051315,27
2126,4,2,Rural,1994,248561.5440601732,32
2889,3,1,Suburb,1978,364131.34035704186,48
1882,4,3,Urban,2010,111386.24376642816,16
2063,4,2,Urban,1998,251673.16928197892,28
1234,4,2,Suburb,1988,136669.28104620884,38
1831,4,2,Urban,1996,159916.09330553177,30
2112,2,2,Suburb,1990,237015.4488618659,36
2123,4,2,Urban,1966,236789.76226286,60
1143,4,1,Suburb,2012,94802.39055505002,14
2105,2,2,Urban,2002,238576.9115320324,24
1588,2,1,Rural,1957,142293.2246056743,69
2594,5,3,Urban,1981,319869.2781977622,45
1228,3,3,Suburb,1956,204186.7511917734,70
2626,5,3,Suburb,1997,303468.6293212245,29
2889,2,2,Rural,1995,372949.3313590358,31
2418,2,3,Suburb,2009,305388.14280784584,17
2536,2,1,Rural,1996,263276.5901029421,30
2804,5,1,Suburb,1992,341521.49429727864,34
2821,4,2,Urban,2010,251954.66583569505,16
2220,3,2,Urban,1994,274462.54358025186,32
1273,3,3,Suburb,2013,182515.89820532125,13
1589,4,2,Rural,1953,259542.53638306016,73
1652,3,2,Suburb,2012,228329.24688475835,14
2823,4,3,Urban,2006,298012.5464978528,20
1582,5,2,Suburb,1984,170037.6976700751,42
1967,2,1,Urban,1963,221406.28566236736,63
2585,4,2,Urban,2001,221172.90018568985,25
2990,4,3,Urban,1990,369718.3083001757,36
1371,2,1,Suburb,2011,153037.24790761774,15
2904,2,3,Suburb,2013,275588.790154163,13
2103,3,3,Urban,2012,263495.6665460072,14
2258,4,2,Urban,1979,227866.9019800452,47
2310,2,3,Suburb,1977,215041.05352798064,49
1818,3,1,Suburb,2007,124987.41710821552,19
2690,5,1,Rural,1951,247564.5574228989,75
1571,4,1,Suburb,1980,221897.2061873169,46
1544,5,1,Rural,2000,213360.2083962468,26
2460,2,2,Rural,1984,238540.9094068237,42
1126,2,3,Suburb,1973,163453.71664512908,53
1732,4,2,Urban,1981,206072.4970171592,45
2735,5,1,Suburb,1968,347084.15967543895,58
1416,2,2,Rural,1954,166364.51273932506,72
1637,4,3,Rural,2014,157516.0636996189,12
1040,4,3,Rural,1973,138442.04186257895,53
1786,4,2,Urban,1965,159071.10564512823,61
2492,2,3,Suburb,1981,375700.8386106965,45
1296,2,1,Suburb,1994,168503.51267369167,32
2620,4,2,Urban,1956,290880.2879207728,70
2624,3,3,Urban,1970,283144.8231554593,56
1041,4,1,Urban,2002,3926.857019765463,24
1631,4,2,Urban,1951,171947.19306524412,75
2302,4,3,Suburb,1988,229372.78737164263,38
2482,3,3,Urban,1958,254333.56487570412,68
1032,5,1,Suburb,1996,118862.03286868332,30
2299,2,3,Urban,2014,261566.9459668545,12
1664,2,2,Urban,1980,180166.0327624551,46
2113,5,1,Urban,1992,259679.4137945028,34
1615,4,2,Suburb,2018,299524.5322953718,8
1947,4,1,Rural,2016,203512.7179792152,10
2547,2,3,Urban,2004,257151.16124427225,22
1159,4,1,Suburb,2016,41893.49962059864,10
2952,5,1,Suburb,1983,262652.1417837208,43
1457,2,2,Rural,1992,169413.89058693836,34
2731,3,3,Rural,1991,272834.33350494364,35
1398,4,2,Urban,2006,154409.10641245692,20
2842,5,2,Rural,1991,283160.72066675447,35
2797,2,3,Rural,2005,176576.86393884802,21
2114,2,1,Urban,1971,279711.50119080226,55
2732,3,2,Suburb,2004,304988.0432160394,22
1580,4,1,Suburb,1972,186908.00718586505,54
2489,3,3,Rural,2019,260435.0788034637,7
1219,5,1,Rural,2021,125566.36699692582,5
2442,2,3,Rural,2006,301535.8012904302,20
1378,2,3,Urban,1956,79775.55641502938,70
2749,3,1,Suburb,1953,233670.39386650664,73
1929,3,3,Suburb,2006,242123.94348799164,20
2470,3,2,Suburb,1951,336456.42360939854,75
1963,4,2,Urban,1981,237562.5338803337,45
2169,2,1,Rural,1994,226115.41888154772,32
1232,4,2,Suburb,1984,192581.3343285919,42
2394,5,3,Rural,1954,176163.22832192757,72
1921,4,2,Urban,1985,177308.60017610044,41
1233,3,2,Rural,2015,159238.83408024829,11
1725,5,1,Urban,2019,152463.20761979336,7
1366,5,3,Rural,2007,198296.40088901145,19
1480,4,2,Urban,1954,151239.4669898874,72
2596,4,3,Rural,2019,323903.06315006124,7
2386,3,1,Suburb,2010,220418.4079029506,16
1589,3,2,Suburb,1950,196709.5535712604,76
2534,5,3,Urban,2015,228691.508251064,11
2118,3,2,Rural,2004,239505.7573646076,22
2865,2,1,Urban,1991,398540.0310179299,35
1215,2,1,Suburb,2017,93024.07667455668,9
1724,5,3,Rural,1957,195084.24285234004,69
2839,4,2,Urban,1970,263033.0549772593,56
1711,4,2,Suburb,2013,185796.25737641647,13
2887,2,3,Suburb,2002,230479.8195299344,24
2566,4,1,Suburb,1961,207931.68597996657,65
2825,3,1,Urban,1993,304114.0339737674,33
2878,2,2,Rural,1964,253503.8671293848,62
1984,5,3,Urban,1965,239564.14914615924,61
2158,4,2,Rural,1954,279037.0372468157,72
2106,5,1,Urban,2005,226567.12383743213,21
1390,5,1,Urban,1971,148495.3544499829,55
2070,4,1,Urban,1994,198817.64313254887,32
1391,4,2,Rural,1964,231392.72306366364,62
1717,2,3,Urban,2010,242312.01725550112,16
